EXTERNAL_CODE,MASTER_PINCODES_NAME,CITY,STATE,COUNTRY,NTB Urban
412108,412108,PUNE,MAHARASHTRA,INDIA,Y
412109,412109,PUNE,MAHARASHTRA,INDIA,Y
412110,412110,PUNE,MAHARASHTRA,INDIA,Y
412111,412111,PUNE,MAHARASHTRA,INDIA,Y
412112,412112,PUNE,MAHARASHTRA,INDIA,Y
412113,412113,PUNE,MAHARASHTRA,INDIA,Y
412114,412114,PUNE,MAHARASHTRA,INDIA,Y
412115,412115,PUNE,MAHARASHTRA,INDIA,Y
412116,412116,PUNE,MAHARASHTRA,INDIA,Y
412117,412117,PUNE,MAHARASHTRA,INDIA,Y
412119,412119,PUNE,MAHARASHTRA,INDIA,Y
412120,412120,PUNE,MAHARASHTRA,INDIA,Y
412144,412144,PUNE,MAHARASHTRA,INDIA,Y
412164,412164,PUNE,MAHARASHTRA,INDIA,Y
412201,412201,PUNE,MAHARASHTRA,INDIA,Y
412202,412202,PUNE,MAHARASHTRA,INDIA,Y
412203,412203,PUNE,MAHARASHTRA,INDIA,Y
412204,412204,PUNE,MAHARASHTRA,INDIA,Y
412205,412205,PUNE,MAHARASHTRA,INDIA,Y
412206,412206,PUNE,MAHARASHTRA,INDIA,Y
412207,412207,PUNE,MAHARASHTRA,INDIA,Y
412208,412208,PUNE,MAHARASHTRA,INDIA,Y
412209,412209,PUNE,MAHARASHTRA,INDIA,Y
412210,412210,PUNE,MAHARASHTRA,INDIA,Y
412211,412211,PUNE,MAHARASHTRA,INDIA,Y
412212,412212,PUNE,MAHARASHTRA,INDIA,Y
412213,412213,PUNE,MAHARASHTRA,INDIA,Y
412214,412214,PUNE,MAHARASHTRA,INDIA,Y
412215,412215,PUNE,MAHARASHTRA,INDIA,Y
412216,412216,PUNE,MAHARASHTRA,INDIA,Y
412217,412217,PUNE,MAHARASHTRA,INDIA,Y
412218,412218,PUNE,MAHARASHTRA,INDIA,Y
412219,412219,PUNE,MAHARASHTRA,INDIA,Y
412220,412220,PUNE,MAHARASHTRA,INDIA,Y
412265,412265,PUNE,MAHARASHTRA,INDIA,Y
412301,412301,PUNE,MAHARASHTRA,INDIA,Y
412302,412302,PUNE,MAHARASHTRA,INDIA,Y
412303,412303,PUNE,MAHARASHTRA,INDIA,Y
412304,412304,PUNE,MAHARASHTRA,INDIA,Y
412305,412305,PUNE,MAHARASHTRA,INDIA,Y
412306,412306,PUNE,MAHARASHTRA,INDIA,Y
412307,412307,PUNE,MAHARASHTRA,INDIA,Y
412308,412308,PUNE,MAHARASHTRA,INDIA,Y
412309,412309,PUNE,MAHARASHTRA,INDIA,Y
412310,412310,PUNE,MAHARASHTRA,INDIA,Y
412311,412311,PUNE,MAHARASHTRA,INDIA,Y
412312,412312,PUNE,MAHARASHTRA,INDIA,Y
412320,412320,PUNE,MAHARASHTRA,INDIA,Y
412401,412401,PUNE,MAHARASHTRA,INDIA,Y
412402,412402,PUNE,MAHARASHTRA,INDIA,Y
412403,412403,PUNE,MAHARASHTRA,INDIA,Y
412404,412404,PUNE,MAHARASHTRA,INDIA,Y
412405,412405,PUNE,MAHARASHTRA,INDIA,Y
412406,412406,PUNE,MAHARASHTRA,INDIA,Y
412407,412407,PUNE,MAHARASHTRA,INDIA,Y
412408,412408,PUNE,MAHARASHTRA,INDIA,Y
412409,412409,PUNE,MAHARASHTRA,INDIA,Y
412410,412410,PUNE,MAHARASHTRA,INDIA,Y
412411,412411,PUNE,MAHARASHTRA,INDIA,Y
412412,412412,PUNE,MAHARASHTRA,INDIA,Y
412413,412413,PUNE,MAHARASHTRA,INDIA,Y
412415,412415,PUNE,MAHARASHTRA,INDIA,Y
412501,412501,PUNE,MAHARASHTRA,INDIA,Y
412502,412502,PUNE,MAHARASHTRA,INDIA,Y
412505,412505,PUNE,MAHARASHTRA,INDIA,Y
412509,412509,PUNE,MAHARASHTRA,INDIA,Y
412510,412510,PUNE,MAHARASHTRA,INDIA,Y
412512,412512,PUNE,MAHARASHTRA,INDIA,Y
412515,412515,PUNE,MAHARASHTRA,INDIA,Y
412516,412516,PUNE,MAHARASHTRA,INDIA,Y
412532,412532,PUNE,MAHARASHTRA,INDIA,Y
412710,412710,PUNE,MAHARASHTRA,INDIA,Y
412901,412901,PUNE,MAHARASHTRA,INDIA,Y
413022,413022,PUNE,MAHARASHTRA,INDIA,Y
413042,413042,PUNE,MAHARASHTRA,INDIA,Y
413050,413050,PUNE,MAHARASHTRA,INDIA,Y
413102,413102,PUNE,MAHARASHTRA,INDIA,Y
413103,413103,PUNE,MAHARASHTRA,INDIA,Y
413104,413104,PUNE,MAHARASHTRA,INDIA,Y
413105,413105,PUNE,MAHARASHTRA,INDIA,Y
413106,413106,PUNE,MAHARASHTRA,INDIA,Y
413110,413110,PUNE,MAHARASHTRA,INDIA,Y
413114,413114,PUNE,MAHARASHTRA,INDIA,Y
413115,413115,PUNE,MAHARASHTRA,INDIA,Y
413116,413116,PUNE,MAHARASHTRA,INDIA,Y
413117,413117,PUNE,MAHARASHTRA,INDIA,Y
413120,413120,PUNE,MAHARASHTRA,INDIA,Y
413124,413124,PUNE,MAHARASHTRA,INDIA,Y
413130,413130,PUNE,MAHARASHTRA,INDIA,Y
413132,413132,PUNE,MAHARASHTRA,INDIA,Y
413133,413133,PUNE,MAHARASHTRA,INDIA,Y
413335,413335,PUNE,MAHARASHTRA,INDIA,Y
413801,413801,PUNE,MAHARASHTRA,INDIA,Y
413802,413802,PUNE,MAHARASHTRA,INDIA,Y
413803,413803,PUNE,MAHARASHTRA,INDIA,Y
414041,414041,PUNE,MAHARASHTRA,INDIA,Y
414044,414044,PUNE,MAHARASHTRA,INDIA,Y
414047,414047,PUNE,MAHARASHTRA,INDIA,Y
414214,414214,PUNE,MAHARASHTRA,INDIA,Y
415246,415246,PUNE,MAHARASHTRA,INDIA,Y
415656,415656,PUNE,MAHARASHTRA,INDIA,Y
417014,417014,PUNE,MAHARASHTRA,INDIA,Y
417037,417037,PUNE,MAHARASHTRA,INDIA,Y
417101,417101,PUNE,MAHARASHTRA,INDIA,Y
418304,418304,PUNE,MAHARASHTRA,INDIA,Y
400702,400702,RAIGAD,MAHARASHTRA,INDIA,Y
402104,402104,RAIGAD,MAHARASHTRA,INDIA,Y
402107,402107,RAIGAD,MAHARASHTRA,INDIA,Y
402109,402109,RAIGAD,MAHARASHTRA,INDIA,Y
402302,402302,RAIGAD,MAHARASHTRA,INDIA,Y
402307,402307,RAIGAD,MAHARASHTRA,INDIA,Y
402308,402308,RAIGAD,MAHARASHTRA,INDIA,Y
402309,402309,RAIGAD,MAHARASHTRA,INDIA,Y
402402,402402,RAIGAD,MAHARASHTRA,INDIA,Y
410101,410101,RAIGAD,MAHARASHTRA,INDIA,Y
410201,410201,RAIGAD,MAHARASHTRA,INDIA,Y
410202,410202,RAIGAD,MAHARASHTRA,INDIA,Y
410203,410203,RAIGAD,MAHARASHTRA,INDIA,Y
410208,410208,RAIGAD,MAHARASHTRA,INDIA,Y
410209,410209,RAIGAD,MAHARASHTRA,INDIA,Y
410210,410210,RAIGAD,MAHARASHTRA,INDIA,Y
410218,410218,RAIGAD,MAHARASHTRA,INDIA,Y
410222,410222,RAIGAD,MAHARASHTRA,INDIA,Y
420103,420103,RAIGAD,MAHARASHTRA,INDIA,Y
400105,400105,THANE,MAHARASHTRA,INDIA,Y
400106,400106,THANE,MAHARASHTRA,INDIA,Y
400107,400107,THANE,MAHARASHTRA,INDIA,Y
400120,400120,THANE,MAHARASHTRA,INDIA,Y
400201,400201,THANE,MAHARASHTRA,INDIA,Y
400202,400202,THANE,MAHARASHTRA,INDIA,Y
400203,400203,THANE,MAHARASHTRA,INDIA,Y
400204,400204,THANE,MAHARASHTRA,INDIA,Y
400205,400205,THANE,MAHARASHTRA,INDIA,Y
400210,400210,THANE,MAHARASHTRA,INDIA,Y
400215,400215,THANE,MAHARASHTRA,INDIA,Y
400406,400406,THANE,MAHARASHTRA,INDIA,Y
400501,400501,THANE,MAHARASHTRA,INDIA,Y
400601,400601,THANE,MAHARASHTRA,INDIA,Y
400602,400602,THANE,MAHARASHTRA,INDIA,Y
400603,400603,THANE,MAHARASHTRA,INDIA,Y
400604,400604,THANE,MAHARASHTRA,INDIA,Y
400605,400605,THANE,MAHARASHTRA,INDIA,Y
400606,400606,THANE,MAHARASHTRA,INDIA,Y
400607,400607,THANE,MAHARASHTRA,INDIA,Y
400608,400608,THANE,MAHARASHTRA,INDIA,Y
400609,400609,THANE,MAHARASHTRA,INDIA,Y
400610,400610,THANE,MAHARASHTRA,INDIA,Y
400611,400611,THANE,MAHARASHTRA,INDIA,Y
400612,400612,THANE,MAHARASHTRA,INDIA,Y
400613,400613,THANE,MAHARASHTRA,INDIA,Y
400615,400615,THANE,MAHARASHTRA,INDIA,Y
400701,400701,THANE,MAHARASHTRA,INDIA,Y
400703,400703,THANE,MAHARASHTRA,INDIA,Y
400705,400705,THANE,MAHARASHTRA,INDIA,Y
400706,400706,THANE,MAHARASHTRA,INDIA,Y
400708,400708,THANE,MAHARASHTRA,INDIA,Y
400709,400709,THANE,MAHARASHTRA,INDIA,Y
400710,400710,THANE,MAHARASHTRA,INDIA,Y
400712,400712,THANE,MAHARASHTRA,INDIA,Y
400714,400714,THANE,MAHARASHTRA,INDIA,Y
401007,401007,THANE,MAHARASHTRA,INDIA,Y
401035,401035,THANE,MAHARASHTRA,INDIA,Y
401101,401101,THANE,MAHARASHTRA,INDIA,Y
401104,401104,THANE,MAHARASHTRA,INDIA,Y
401105,401105,THANE,MAHARASHTRA,INDIA,Y
401107,401107,THANE,MAHARASHTRA,INDIA,Y
401108,401108,THANE,MAHARASHTRA,INDIA,Y
401109,401109,THANE,MAHARASHTRA,INDIA,Y
401201,401201,THANE,MAHARASHTRA,INDIA,Y
401202,401202,THANE,MAHARASHTRA,INDIA,Y
401203,401203,THANE,MAHARASHTRA,INDIA,Y
401205,401205,THANE,MAHARASHTRA,INDIA,Y
401207,401207,THANE,MAHARASHTRA,INDIA,Y
401208,401208,THANE,MAHARASHTRA,INDIA,Y
401209,401209,THANE,MAHARASHTRA,INDIA,Y
401232,401232,THANE,MAHARASHTRA,INDIA,Y
401252,401252,THANE,MAHARASHTRA,INDIA,Y
401301,401301,THANE,MAHARASHTRA,INDIA,Y
401304,401304,THANE,MAHARASHTRA,INDIA,Y
401307,401307,THANE,MAHARASHTRA,INDIA,Y
401406,401406,THANE,MAHARASHTRA,INDIA,Y
401407,401407,THANE,MAHARASHTRA,INDIA,Y
401505,401505,THANE,MAHARASHTRA,INDIA,Y
401509,401509,THANE,MAHARASHTRA,INDIA,Y
401609,401609,THANE,MAHARASHTRA,INDIA,Y
401610,401610,THANE,MAHARASHTRA,INDIA,Y
401708,401708,THANE,MAHARASHTRA,INDIA,Y
402001,402001,THANE,MAHARASHTRA,INDIA,Y
402018,402018,THANE,MAHARASHTRA,INDIA,Y
402503,402503,THANE,MAHARASHTRA,INDIA,Y
405105,405105,THANE,MAHARASHTRA,INDIA,Y
406601,406601,THANE,MAHARASHTRA,INDIA,Y
410117,410117,THANE,MAHARASHTRA,INDIA,Y
410605,410605,THANE,MAHARASHTRA,INDIA,Y
411301,411301,THANE,MAHARASHTRA,INDIA,Y
411601,411601,THANE,MAHARASHTRA,INDIA,Y
411702,411702,THANE,MAHARASHTRA,INDIA,Y
413144,413144,THANE,MAHARASHTRA,INDIA,Y
416544,416544,THANE,MAHARASHTRA,INDIA,Y
420501,420501,THANE,MAHARASHTRA,INDIA,Y
421001,421001,THANE,MAHARASHTRA,INDIA,Y
421002,421002,THANE,MAHARASHTRA,INDIA,Y
421003,421003,THANE,MAHARASHTRA,INDIA,Y
421004,421004,THANE,MAHARASHTRA,INDIA,Y
421005,421005,THANE,MAHARASHTRA,INDIA,Y
421006,421006,THANE,MAHARASHTRA,INDIA,Y
421050,421050,THANE,MAHARASHTRA,INDIA,Y
421053,421053,THANE,MAHARASHTRA,INDIA,Y
421102,421102,THANE,MAHARASHTRA,INDIA,Y
421103,421103,THANE,MAHARASHTRA,INDIA,Y
421105,421105,THANE,MAHARASHTRA,INDIA,Y
421201,421201,THANE,MAHARASHTRA,INDIA,Y
421202,421202,THANE,MAHARASHTRA,INDIA,Y
421203,421203,THANE,MAHARASHTRA,INDIA,Y
421204,421204,THANE,MAHARASHTRA,INDIA,Y
421205,421205,THANE,MAHARASHTRA,INDIA,Y
421206,421206,THANE,MAHARASHTRA,INDIA,Y
421301,421301,THANE,MAHARASHTRA,INDIA,Y
421302,421302,THANE,MAHARASHTRA,INDIA,Y
421304,421304,THANE,MAHARASHTRA,INDIA,Y
421305,421305,THANE,MAHARASHTRA,INDIA,Y
421306,421306,THANE,MAHARASHTRA,INDIA,Y
421308,421308,THANE,MAHARASHTRA,INDIA,Y
421311,421311,THANE,MAHARASHTRA,INDIA,Y
421321,421321,THANE,MAHARASHTRA,INDIA,Y
421501,421501,THANE,MAHARASHTRA,INDIA,Y
421502,421502,THANE,MAHARASHTRA,INDIA,Y
421503,421503,THANE,MAHARASHTRA,INDIA,Y
421504,421504,THANE,MAHARASHTRA,INDIA,Y
421505,421505,THANE,MAHARASHTRA,INDIA,Y
421506,421506,THANE,MAHARASHTRA,INDIA,Y
421507,421507,THANE,MAHARASHTRA,INDIA,Y
421601,421601,THANE,MAHARASHTRA,INDIA,Y
421602,421602,THANE,MAHARASHTRA,INDIA,Y
421603,421603,THANE,MAHARASHTRA,INDIA,Y
421604,421604,THANE,MAHARASHTRA,INDIA,Y
421605,421605,THANE,MAHARASHTRA,INDIA,Y
421621,421621,THANE,MAHARASHTRA,INDIA,Y
401303,401303,VIRAR,MAHARASHTRA,INDIA,Y
400062,400062,WEST MUMBAI,MAHARASHTRA,INDIA,Y
750006,750006,BHUBANESHWAR,ODISHA,INDIA,Y
750012,750012,BHUBANESHWAR,ODISHA,INDIA,Y
750050,750050,BHUBANESHWAR,ODISHA,INDIA,Y
750101,750101,BHUBANESHWAR,ODISHA,INDIA,Y
750123,750123,BHUBANESHWAR,ODISHA,INDIA,Y
750124,750124,BHUBANESHWAR,ODISHA,INDIA,Y
750543,750543,BHUBANESHWAR,ODISHA,INDIA,Y
751001,751001,BHUBANESHWAR,ODISHA,INDIA,Y
751002,751002,BHUBANESHWAR,ODISHA,INDIA,Y
751003,751003,BHUBANESHWAR,ODISHA,INDIA,Y
751004,751004,BHUBANESHWAR,ODISHA,INDIA,Y
751005,751005,BHUBANESHWAR,ODISHA,INDIA,Y
751006,751006,BHUBANESHWAR,ODISHA,INDIA,Y
751007,751007,BHUBANESHWAR,ODISHA,INDIA,Y
751008,751008,BHUBANESHWAR,ODISHA,INDIA,Y
751009,751009,BHUBANESHWAR,ODISHA,INDIA,Y
751010,751010,BHUBANESHWAR,ODISHA,INDIA,Y
751011,751011,BHUBANESHWAR,ODISHA,INDIA,Y
751012,751012,BHUBANESHWAR,ODISHA,INDIA,Y
751013,751013,BHUBANESHWAR,ODISHA,INDIA,Y
751014,751014,BHUBANESHWAR,ODISHA,INDIA,Y
751015,751015,BHUBANESHWAR,ODISHA,INDIA,Y
751016,751016,BHUBANESHWAR,ODISHA,INDIA,Y
751017,751017,BHUBANESHWAR,ODISHA,INDIA,Y
751018,751018,BHUBANESHWAR,ODISHA,INDIA,Y
751019,751019,BHUBANESHWAR,ODISHA,INDIA,Y
751020,751020,BHUBANESHWAR,ODISHA,INDIA,Y
751021,751021,BHUBANESHWAR,ODISHA,INDIA,Y
751022,751022,BHUBANESHWAR,ODISHA,INDIA,Y
751023,751023,BHUBANESHWAR,ODISHA,INDIA,Y
751024,751024,BHUBANESHWAR,ODISHA,INDIA,Y
751025,751025,BHUBANESHWAR,ODISHA,INDIA,Y
751026,751026,BHUBANESHWAR,ODISHA,INDIA,Y
751029,751029,BHUBANESHWAR,ODISHA,INDIA,Y
751030,751030,BHUBANESHWAR,ODISHA,INDIA,Y
751031,751031,BHUBANESHWAR,ODISHA,INDIA,Y
751035,751035,BHUBANESHWAR,ODISHA,INDIA,Y
751036,751036,BHUBANESHWAR,ODISHA,INDIA,Y
751054,751054,BHUBANESHWAR,ODISHA,INDIA,Y
751201,751201,BHUBANESHWAR,ODISHA,INDIA,Y
751202,751202,BHUBANESHWAR,ODISHA,INDIA,Y
751204,751204,BHUBANESHWAR,ODISHA,INDIA,Y
751210,751210,BHUBANESHWAR,ODISHA,INDIA,Y
751609,751609,BHUBANESHWAR,ODISHA,INDIA,Y
751809,751809,BHUBANESHWAR,ODISHA,INDIA,Y
752050,752050,BHUBANESHWAR,ODISHA,INDIA,Y
752052,752052,BHUBANESHWAR,ODISHA,INDIA,Y
752055,752055,BHUBANESHWAR,ODISHA,INDIA,Y
752056,752056,BHUBANESHWAR,ODISHA,INDIA,Y
752057,752057,BHUBANESHWAR,ODISHA,INDIA,Y
752100,752100,BHUBANESHWAR,ODISHA,INDIA,Y
752101,752101,BHUBANESHWAR,ODISHA,INDIA,Y
752202,752202,BHUBANESHWAR,ODISHA,INDIA,Y
753019,753019,BHUBANESHWAR,ODISHA,INDIA,Y
753021,753021,BHUBANESHWAR,ODISHA,INDIA,Y
753023,753023,BHUBANESHWAR,ODISHA,INDIA,Y
754544,754544,BHUBANESHWAR,ODISHA,INDIA,Y
756008,756008,BHUBANESHWAR,ODISHA,INDIA,Y
756069,756069,BHUBANESHWAR,ODISHA,INDIA,Y
757120,757120,BHUBANESHWAR,ODISHA,INDIA,Y
758005,758005,BHUBANESHWAR,ODISHA,INDIA,Y
759003,759003,BHUBANESHWAR,ODISHA,INDIA,Y
760180,760180,BHUBANESHWAR,ODISHA,INDIA,Y
760215,760215,BHUBANESHWAR,ODISHA,INDIA,Y
762031,762031,BHUBANESHWAR,ODISHA,INDIA,Y
762032,762032,BHUBANESHWAR,ODISHA,INDIA,Y
762037,762037,BHUBANESHWAR,ODISHA,INDIA,Y
763014,763014,BHUBANESHWAR,ODISHA,INDIA,Y
765101,765101,BHUBANESHWAR,ODISHA,INDIA,Y
771301,771301,BHUBANESHWAR,ODISHA,INDIA,Y
775001,775001,BHUBANESHWAR,ODISHA,INDIA,Y
750005,750005,CUTTACK,ODISHA,INDIA,Y
750014,750014,CUTTACK,ODISHA,INDIA,Y
750103,750103,CUTTACK,ODISHA,INDIA,Y
750106,750106,CUTTACK,ODISHA,INDIA,Y
750110,750110,CUTTACK,ODISHA,INDIA,Y
750214,750214,CUTTACK,ODISHA,INDIA,Y
750221,750221,CUTTACK,ODISHA,INDIA,Y
750310,750310,CUTTACK,ODISHA,INDIA,Y
750324,750324,CUTTACK,ODISHA,INDIA,Y
750422,750422,CUTTACK,ODISHA,INDIA,Y
752120,752120,CUTTACK,ODISHA,INDIA,Y
752346,752346,CUTTACK,ODISHA,INDIA,Y
752400,752400,CUTTACK,ODISHA,INDIA,Y
753001,753001,CUTTACK,ODISHA,INDIA,Y
753002,753002,CUTTACK,ODISHA,INDIA,Y
753003,753003,CUTTACK,ODISHA,INDIA,Y
753004,753004,CUTTACK,ODISHA,INDIA,Y
753005,753005,CUTTACK,ODISHA,INDIA,Y
753006,753006,CUTTACK,ODISHA,INDIA,Y
753007,753007,CUTTACK,ODISHA,INDIA,Y
753008,753008,CUTTACK,ODISHA,INDIA,Y
753009,753009,CUTTACK,ODISHA,INDIA,Y
753010,753010,CUTTACK,ODISHA,INDIA,Y
753011,753011,CUTTACK,ODISHA,INDIA,Y
753012,753012,CUTTACK,ODISHA,INDIA,Y
753013,753013,CUTTACK,ODISHA,INDIA,Y
753014,753014,CUTTACK,ODISHA,INDIA,Y
753015,753015,CUTTACK,ODISHA,INDIA,Y
753018,753018,CUTTACK,ODISHA,INDIA,Y
753022,753022,CUTTACK,ODISHA,INDIA,Y
753025,753025,CUTTACK,ODISHA,INDIA,Y
753046,753046,CUTTACK,ODISHA,INDIA,Y
753051,753051,CUTTACK,ODISHA,INDIA,Y
753052,753052,CUTTACK,ODISHA,INDIA,Y
753084,753084,CUTTACK,ODISHA,INDIA,Y
753121,753121,CUTTACK,ODISHA,INDIA,Y
753404,753404,CUTTACK,ODISHA,INDIA,Y
754001,754001,CUTTACK,ODISHA,INDIA,Y
754002,754002,CUTTACK,ODISHA,INDIA,Y
754003,754003,CUTTACK,ODISHA,INDIA,Y
754004,754004,CUTTACK,ODISHA,INDIA,Y
754005,754005,CUTTACK,ODISHA,INDIA,Y
754006,754006,CUTTACK,ODISHA,INDIA,Y
754007,754007,CUTTACK,ODISHA,INDIA,Y
754008,754008,CUTTACK,ODISHA,INDIA,Y
754009,754009,CUTTACK,ODISHA,INDIA,Y
754010,754010,CUTTACK,ODISHA,INDIA,Y
754011,754011,CUTTACK,ODISHA,INDIA,Y
754012,754012,CUTTACK,ODISHA,INDIA,Y
754013,754013,CUTTACK,ODISHA,INDIA,Y
754014,754014,CUTTACK,ODISHA,INDIA,Y
754015,754015,CUTTACK,ODISHA,INDIA,Y
754017,754017,CUTTACK,ODISHA,INDIA,Y
754018,754018,CUTTACK,ODISHA,INDIA,Y
754020,754020,CUTTACK,ODISHA,INDIA,Y
754021,754021,CUTTACK,ODISHA,INDIA,Y
754022,754022,CUTTACK,ODISHA,INDIA,Y
754024,754024,CUTTACK,ODISHA,INDIA,Y
754025,754025,CUTTACK,ODISHA,INDIA,Y
754026,754026,CUTTACK,ODISHA,INDIA,Y
754027,754027,CUTTACK,ODISHA,INDIA,Y
754028,754028,CUTTACK,ODISHA,INDIA,Y
754029,754029,CUTTACK,ODISHA,INDIA,Y
754030,754030,CUTTACK,ODISHA,INDIA,Y
754031,754031,CUTTACK,ODISHA,INDIA,Y
754033,754033,CUTTACK,ODISHA,INDIA,Y
754035,754035,CUTTACK,ODISHA,INDIA,Y
754037,754037,CUTTACK,ODISHA,INDIA,Y
754055,754055,CUTTACK,ODISHA,INDIA,Y
754056,754056,CUTTACK,ODISHA,INDIA,Y
754070,754070,CUTTACK,ODISHA,INDIA,Y
754071,754071,CUTTACK,ODISHA,INDIA,Y
754080,754080,CUTTACK,ODISHA,INDIA,Y
754100,754100,CUTTACK,ODISHA,INDIA,Y
754101,754101,CUTTACK,ODISHA,INDIA,Y
754105,754105,CUTTACK,ODISHA,INDIA,Y
754112,754112,CUTTACK,ODISHA,INDIA,Y
754115,754115,CUTTACK,ODISHA,INDIA,Y
754117,754117,CUTTACK,ODISHA,INDIA,Y
754118,754118,CUTTACK,ODISHA,INDIA,Y
754130,754130,CUTTACK,ODISHA,INDIA,Y
754131,754131,CUTTACK,ODISHA,INDIA,Y
754154,754154,CUTTACK,ODISHA,INDIA,Y
754155,754155,CUTTACK,ODISHA,INDIA,Y
754157,754157,CUTTACK,ODISHA,INDIA,Y
754158,754158,CUTTACK,ODISHA,INDIA,Y
754161,754161,CUTTACK,ODISHA,INDIA,Y
754191,754191,CUTTACK,ODISHA,INDIA,Y
754200,754200,CUTTACK,ODISHA,INDIA,Y
754201,754201,CUTTACK,ODISHA,INDIA,Y
754202,754202,CUTTACK,ODISHA,INDIA,Y
754203,754203,CUTTACK,ODISHA,INDIA,Y
754204,754204,CUTTACK,ODISHA,INDIA,Y
754206,754206,CUTTACK,ODISHA,INDIA,Y
754207,754207,CUTTACK,ODISHA,INDIA,Y
754208,754208,CUTTACK,ODISHA,INDIA,Y
754209,754209,CUTTACK,ODISHA,INDIA,Y
754221,754221,CUTTACK,ODISHA,INDIA,Y
754230,754230,CUTTACK,ODISHA,INDIA,Y
754232,754232,CUTTACK,ODISHA,INDIA,Y
754234,754234,CUTTACK,ODISHA,INDIA,Y
754235,754235,CUTTACK,ODISHA,INDIA,Y
754236,754236,CUTTACK,ODISHA,INDIA,Y
754247,754247,CUTTACK,ODISHA,INDIA,Y
754249,754249,CUTTACK,ODISHA,INDIA,Y
754252,754252,CUTTACK,ODISHA,INDIA,Y
754280,754280,CUTTACK,ODISHA,INDIA,Y
754281,754281,CUTTACK,ODISHA,INDIA,Y
754282,754282,CUTTACK,ODISHA,INDIA,Y
754283,754283,CUTTACK,ODISHA,INDIA,Y
754284,754284,CUTTACK,ODISHA,INDIA,Y
754286,754286,CUTTACK,ODISHA,INDIA,Y
754287,754287,CUTTACK,ODISHA,INDIA,Y
754288,754288,CUTTACK,ODISHA,INDIA,Y
754290,754290,CUTTACK,ODISHA,INDIA,Y
754291,754291,CUTTACK,ODISHA,INDIA,Y
754293,754293,CUTTACK,ODISHA,INDIA,Y
754295,754295,CUTTACK,ODISHA,INDIA,Y
755034,755034,CUTTACK,ODISHA,INDIA,Y
755037,755037,CUTTACK,ODISHA,INDIA,Y
755042,755042,CUTTACK,ODISHA,INDIA,Y
755048,755048,CUTTACK,ODISHA,INDIA,Y
755501,755501,CUTTACK,ODISHA,INDIA,Y
759346,759346,CUTTACK,ODISHA,INDIA,Y
762053,762053,CUTTACK,ODISHA,INDIA,Y
601008,601008,PONDICHERRY,PONDICHERRY,INDIA,Y
605001,605001,PONDICHERRY,PONDICHERRY,INDIA,Y
605002,605002,PONDICHERRY,PONDICHERRY,INDIA,Y
605003,605003,PONDICHERRY,PONDICHERRY,INDIA,Y
605004,605004,PONDICHERRY,PONDICHERRY,INDIA,Y
605005,605005,PONDICHERRY,PONDICHERRY,INDIA,Y
605006,605006,PONDICHERRY,PONDICHERRY,INDIA,Y
605007,605007,PONDICHERRY,PONDICHERRY,INDIA,Y
605008,605008,PONDICHERRY,PONDICHERRY,INDIA,Y
605009,605009,PONDICHERRY,PONDICHERRY,INDIA,Y
605010,605010,PONDICHERRY,PONDICHERRY,INDIA,Y
605011,605011,PONDICHERRY,PONDICHERRY,INDIA,Y
605012,605012,PONDICHERRY,PONDICHERRY,INDIA,Y
605013,605013,PONDICHERRY,PONDICHERRY,INDIA,Y
605014,605014,PONDICHERRY,PONDICHERRY,INDIA,Y
605102,605102,PONDICHERRY,PONDICHERRY,INDIA,Y
605104,605104,PONDICHERRY,PONDICHERRY,INDIA,Y
605106,605106,PONDICHERRY,PONDICHERRY,INDIA,Y
605110,605110,PONDICHERRY,PONDICHERRY,INDIA,Y
605502,605502,PONDICHERRY,PONDICHERRY,INDIA,Y
607402,607402,PONDICHERRY,PONDICHERRY,INDIA,Y
607403,607403,PONDICHERRY,PONDICHERRY,INDIA,Y
160014,160014,CHANDIGARH,PUNJAB,INDIA,Y
140003,140003,MOHALI,PUNJAB,INDIA,Y
140008,140008,MOHALI,PUNJAB,INDIA,Y
140010,140010,MOHALI,PUNJAB,INDIA,Y
140011,140011,MOHALI,PUNJAB,INDIA,Y
140034,140034,MOHALI,PUNJAB,INDIA,Y
140055,140055,MOHALI,PUNJAB,INDIA,Y
140056,140056,MOHALI,PUNJAB,INDIA,Y
140057,140057,MOHALI,PUNJAB,INDIA,Y
140059,140059,MOHALI,PUNJAB,INDIA,Y
140060,140060,MOHALI,PUNJAB,INDIA,Y
140061,140061,MOHALI,PUNJAB,INDIA,Y
140062,140062,MOHALI,PUNJAB,INDIA,Y
140063,140063,MOHALI,PUNJAB,INDIA,Y
140065,140065,MOHALI,PUNJAB,INDIA,Y
140068,140068,MOHALI,PUNJAB,INDIA,Y
140070,140070,MOHALI,PUNJAB,INDIA,Y
140071,140071,MOHALI,PUNJAB,INDIA,Y
140084,140084,MOHALI,PUNJAB,INDIA,Y
140085,140085,MOHALI,PUNJAB,INDIA,Y
140103,140103,MOHALI,PUNJAB,INDIA,Y
140106,140106,MOHALI,PUNJAB,INDIA,Y
140109,140109,MOHALI,PUNJAB,INDIA,Y
140110,140110,MOHALI,PUNJAB,INDIA,Y
140160,140160,MOHALI,PUNJAB,INDIA,Y
140301,140301,MOHALI,PUNJAB,INDIA,Y
140306,140306,MOHALI,PUNJAB,INDIA,Y
140307,140307,MOHALI,PUNJAB,INDIA,Y
